DateTime,MainStatus,SubStatus,FullStatus,StatusText,T,Service,FaultMsg,Value0
24/04/2014 12:37:38,0,0,0:00,Turbine in operation,1,FALSE,FALSE,7.4
25/04/2014 19:27:24,71,104,71 : 104,Insulation monitoring : Insulation fault Phase U2,6,FALSE,TRUE,20.5
26/04/2014 09:30:13,8,0,8:00,Maintenance,6,TRUE,FALSE,17.1
26/04/2014 10:05:19,8,0,8:00,Maintenance,6,FALSE,FALSE,8.7
26/04/2014 10:05:25,8,0,8:00,Maintenance,6,TRUE,FALSE,10.6
1/5/2014 8:57,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
1/5/2014 11:28,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
1/5/2014 11:28,8,0,8:00,Maintenance,6,TRUE,FALSE,4
14/05/2014 14:41:31,9,3,9:03,Generator heating : Hygrostat inverter,1,FALSE,FALSE,5.7
14/05/2014 14:41:57,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,6.5
14/05/2014 14:47:39,0,1,0:01,Turbine starting,1,FALSE,FALSE,7.7
14/05/2014 14:48:19,9,3,9:03,Generator heating : Hygrostat inverter,1,FALSE,FALSE,6.6
14/05/2014 15:25:54,8,0,8:00,Maintenance,6,TRUE,FALSE,5.5
14/05/2014 15:30:32,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,6.3
14/05/2014 15:44:42,8,0,8:00,Maintenance,6,TRUE,FALSE,3.4
14/05/2014 15:58:27,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,5
14/05/2014 17:25:44,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.9
14/05/2014 17:30:43,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,4.7
14/05/2014 18:43:13,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.4
14/05/2014 19:49:23,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
14/05/2014 20:27:40,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.4
14/05/2014 20:27:42,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.3
14/05/2014 20:30:23,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.4
15/05/2014 07:33:28,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,1.4
15/05/2014 07:33:33,8,0,8:00,Maintenance,6,TRUE,FALSE,1.3
15/05/2014 09:41:38,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
15/05/2014 11:43:10,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
15/05/2014 11:43:11,8,0,8:00,Maintenance,6,TRUE,FALSE,1.9
15/05/2014 17:31:19,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,6.4
15/05/2014 18:36:56,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.9
16/05/2014 07:37:24,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,2.4
16/05/2014 08:37:23,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2
16/05/2014 08:49:05,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,2.2
16/05/2014 09:49:51,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.9
16/05/2014 10:51:16,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
16/05/2014 11:08:37,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.6
16/05/2014 11:08:39,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.2
16/05/2014 11:12:15,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.6
19/05/2014 23:00:16,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
19/05/2014 23:09:09,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.6
19/05/2014 23:09:10,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.3
19/05/2014 23:12:47,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.3
20/05/2014 01:45:12,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.3
20/05/2014 03:41:03,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.7
20/05/2014 03:41:05,0,1,0:01,Turbine starting,1,FALSE,FALSE,2
20/05/2014 03:44:41,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.8
20/05/2014 04:17:39,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
20/05/2014 08:26:55,0,2,0:02,Turbine operational,1,FALSE,FALSE,3
20/05/2014 08:26:57,0,1,0:01,Turbine starting,1,FALSE,FALSE,3
20/05/2014 08:30:34,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2
20/05/2014 09:07:28,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
20/05/2014 11:36:39,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
20/05/2014 11:36:41,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.4
20/05/2014 11:38:28,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.8
20/05/2014 11:56:27,67,604,67 : 604,Overtemperature : Power choke inverter 4,6,FALSE,FALSE,4.1
20/05/2014 11:56:54,0,2,0:02,Turbine operational,1,FALSE,FALSE,5.4
20/05/2014 11:59:18,0,1,0:01,Turbine starting,1,FALSE,FALSE,5.4
20/05/2014 12:00:43,0,0,0:00,Turbine in operation,1,FALSE,FALSE,5.7
20/05/2014 23:43:55,26,373,26 : 373,Malfunction fan-inverter : Other control board errors system 3,6,FALSE,FALSE,9.1
20/05/2014 23:44:26,0,2,0:02,Turbine operational,1,FALSE,FALSE,10.7
20/05/2014 23:46:48,0,1,0:01,Turbine starting,1,FALSE,FALSE,12.6
20/05/2014 23:47:53,0,0,0:00,Turbine in operation,1,FALSE,FALSE,10.7
26/05/2014 09:48:26,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,2.2
26/05/2014 09:48:29,8,0,8:00,Maintenance,6,TRUE,FALSE,1.8
26/05/2014 10:13:17,0,1,0:01,Turbine starting,1,FALSE,FALSE,0.8
26/05/2014 10:13:46,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,0.6
26/05/2014 10:18:18,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.7
26/05/2014 10:21:17,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.7
26/05/2014 11:17:40,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.9
26/05/2014 11:17:42,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.1
26/05/2014 11:21:19,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.8
26/05/2014 13:56:28,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,3.7
26/05/2014 13:56:30,8,0,8:00,Maintenance,6,TRUE,FALSE,3.5
26/05/2014 15:25:14,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,6.9
26/05/2014 15:26:15,8,0,8:00,Maintenance,6,TRUE,FALSE,4.2
26/05/2014 15:45:19,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,5.3
26/05/2014 15:45:53,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.4
27/05/2014 10:51:04,1,1,1:01,Turbine stopped : Control cabinet,1,FALSE,FALSE,5.3
27/05/2014 10:51:33,8,0,8:00,Maintenance,6,TRUE,FALSE,6.1
27/05/2014 11:01:24,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
27/05/2014 16:00:33,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
27/05/2014 16:00:34,8,0,8:00,Maintenance,6,TRUE,FALSE,7.3
27/05/2014 16:07:09,1,1,1:01,Turbine stopped : Control cabinet,1,FALSE,FALSE,7.1
27/05/2014 16:07:24,0,2,0:02,Turbine operational,1,FALSE,FALSE,7.8
27/05/2014 16:09:52,0,1,0:01,Turbine starting,1,FALSE,FALSE,6.7
27/05/2014 16:10:26,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,3.6
27/05/2014 16:14:02,0,1,0:01,Turbine starting,1,FALSE,FALSE,7.7
27/05/2014 16:14:44,0,0,0:00,Turbine in operation,1,FALSE,FALSE,7.5
28/05/2014 06:01:55,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
28/05/2014 06:35:42,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.9
28/05/2014 06:35:44,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.3
28/05/2014 06:39:20,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.3
28/05/2014 09:40:25,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.8
28/05/2014 10:17:27,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.1
28/05/2014 10:17:29,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.9
28/05/2014 10:21:06,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.2
28/05/2014 12:29:48,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.7
28/05/2014 13:30:57,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
28/05/2014 13:30:59,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.5
28/05/2014 13:34:35,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.3
28/05/2014 16:05:48,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,5.9
28/05/2014 16:05:52,8,0,8:00,Maintenance,6,TRUE,FALSE,5.9
28/05/2014 17:43:52,1,1,1:01,Turbine stopped : Control cabinet,1,FALSE,FALSE,3.7
28/05/2014 17:43:58,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.5
28/05/2014 17:46:27,0,1,0:01,Turbine starting,1,FALSE,FALSE,5.9
28/05/2014 17:47:01,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,5.3
28/05/2014 17:51:59,0,1,0:01,Turbine starting,1,FALSE,FALSE,7.2
28/05/2014 17:52:49,0,0,0:00,Turbine in operation,1,FALSE,FALSE,6
29/05/2014 04:06:59,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,2.6
29/05/2014 04:45:42,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,4.2
29/05/2014 04:48:09,0,2,0:02,Turbine operational,1,FALSE,FALSE,4.7
29/05/2014 04:48:11,0,1,0:01,Turbine starting,1,FALSE,FALSE,4
29/05/2014 04:49:56,0,0,0:00,Turbine in operation,1,FALSE,FALSE,4
29/05/2014 08:06:21,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
29/05/2014 09:25:37,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.6
29/05/2014 09:25:39,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.7
29/05/2014 09:29:15,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.9
29/05/2014 14:50:28,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.3
29/05/2014 15:26:42,0,2,0:02,Turbine operational,1,FALSE,FALSE,1
29/05/2014 15:26:43,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.5
29/05/2014 15:28:59,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.5
31/05/2014 00:43:31,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
31/05/2014 02:17:03,0,2,0:02,Turbine operational,1,FALSE,FALSE,2
31/05/2014 02:17:05,0,1,0:01,Turbine starting,1,FALSE,FALSE,2
31/05/2014 02:20:41,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.8
31/05/2014 04:44:18,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
31/05/2014 06:02:18,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.1
31/05/2014 06:02:20,0,1,0:01,Turbine starting,1,FALSE,FALSE,3
31/05/2014 06:05:56,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.4
31/05/2014 08:16:10,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,1.7
31/05/2014 08:16:15,8,0,8:00,Maintenance,6,TRUE,FALSE,2.1
31/05/2014 11:09:58,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,5.3
31/05/2014 11:28:21,0,0,0:00,Turbine in operation,1,FALSE,FALSE,5.4
31/05/2014 13:44:48,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,8.1
31/05/2014 13:51:17,0,1,0:01,Turbine starting,1,FALSE,FALSE,5.4
31/05/2014 13:52:48,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.1
4/6/2014 8:17,60,11,60:11:00,Mains failure : Undervoltage L1,3,FALSE,FALSE,6.5
4/6/2014 8:20,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
4/6/2014 16:55,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
4/6/2014 16:55,222,1,222:01:00,Turbine reset : Power failure,6,FALSE,FALSE,5.8
4/6/2014 16:55,220,56,220:56:00,Processor reset : Fan inverter,6,FALSE,FALSE,5.8
4/6/2014 16:55,220,33,220:33:00,Processor reset : Power Control,6,FALSE,FALSE,6.1
4/6/2014 16:55,60,2,60:02:00,Mains failure : Start delay,3,FALSE,FALSE,6.1
4/6/2014 16:55,0,3,0:03,Start lead-up,1,FALSE,FALSE,6.4
4/6/2014 16:56,0,2,0:02,Turbine operational,1,FALSE,FALSE,10.4
4/6/2014 16:56,0,1,0:01,Turbine starting,1,FALSE,FALSE,7.6
4/6/2014 16:57,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,6.6
4/6/2014 17:01,0,1,0:01,Turbine starting,1,FALSE,FALSE,10.8
4/6/2014 17:02,0,0,0:00,Turbine in operation,1,FALSE,FALSE,10.9
5/6/2014 7:46,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
5/6/2014 8:41,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
5/6/2014 8:41,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.9
5/6/2014 8:45,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.6
5/6/2014 9:11,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.1
5/6/2014 10:16,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.4
5/6/2014 10:16,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.6
5/6/2014 10:20,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.1
5/6/2014 15:53,60,11,60:11:00,Mains failure : Undervoltage L1,3,FALSE,FALSE,7.4
5/6/2014 15:56,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
5/6/2014 17:33,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
5/6/2014 17:33,222,1,222:01:00,Turbine reset : Power failure,6,FALSE,FALSE,2.3
5/6/2014 17:33,220,33,220:33:00,Processor reset : Power Control,6,FALSE,FALSE,2.3
5/6/2014 17:33,62,505,62 : 505,Feeding fault : No zero crossing inverter 5,6,FALSE,FALSE,2.1
5/6/2014 17:33,0,3,0:03,Start lead-up,1,FALSE,FALSE,2.1
5/6/2014 17:33,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
5/6/2014 17:35,0,1,0:01,Turbine starting,1,FALSE,FALSE,6.2
5/6/2014 17:35,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,7.9
5/6/2014 17:39,0,1,0:01,Turbine starting,1,FALSE,FALSE,7.9
5/6/2014 17:39,0,0,0:00,Turbine in operation,1,FALSE,FALSE,8.6
9/6/2014 0:00,228,100,228 : 100,Timeout warnmessage : Malfunction aircooling,6,FALSE,TRUE,9.4
9/6/2014 0:04,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.6
9/6/2014 0:04,60,2,60:02:00,Mains failure : Start delay,3,FALSE,FALSE,3
9/6/2014 0:04,0,2,0:02,Turbine operational,1,FALSE,FALSE,4.4
9/6/2014 0:06,0,1,0:01,Turbine starting,1,FALSE,FALSE,6.4
9/6/2014 0:07,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,8.8
9/6/2014 0:09,0,1,0:01,Turbine starting,1,FALSE,FALSE,10.9
9/6/2014 0:10,0,0,0:00,Turbine in operation,1,FALSE,FALSE,11.7
10/6/2014 0:00,228,100,228 : 100,Timeout warnmessage : Malfunction aircooling,6,FALSE,TRUE,7.4
10/6/2014 0:03,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.6
10/6/2014 0:03,60,2,60:02:00,Mains failure : Start delay,3,FALSE,FALSE,3
10/6/2014 0:03,0,2,0:02,Turbine operational,1,FALSE,FALSE,9.1
10/6/2014 0:03,0,1,0:01,Turbine starting,1,FALSE,FALSE,9.6
10/6/2014 0:03,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,8.9
10/6/2014 0:10,0,1,0:01,Turbine starting,1,FALSE,FALSE,9.4
10/6/2014 0:10,0,0,0:00,Turbine in operation,1,FALSE,FALSE,8.6
11/6/2014 0:00,228,100,228 : 100,Timeout warnmessage : Malfunction aircooling,6,FALSE,TRUE,7.5
11/6/2014 0:02,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.6
11/6/2014 0:02,60,2,60:02:00,Mains failure : Start delay,3,FALSE,FALSE,3
11/6/2014 0:02,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.9
11/6/2014 0:05,0,1,0:01,Turbine starting,1,FALSE,FALSE,5.1
11/6/2014 0:05,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,9.1
11/6/2014 0:08,0,1,0:01,Turbine starting,1,FALSE,FALSE,8.9
11/6/2014 0:09,0,0,0:00,Turbine in operation,1,FALSE,FALSE,9
12/6/2014 0:00,228,100,228 : 100,Timeout warnmessage : Malfunction aircooling,6,FALSE,TRUE,3.7
12/6/2014 0:03,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.3
12/6/2014 0:03,60,2,60:02:00,Mains failure : Start delay,3,FALSE,FALSE,3
12/6/2014 0:03,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.8
12/6/2014 0:03,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.1
12/6/2014 0:07,0,2,0:02,Turbine operational,1,FALSE,FALSE,4.6
12/6/2014 0:07,0,1,0:01,Turbine starting,1,FALSE,FALSE,4.3
12/6/2014 0:07,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,2.6
12/6/2014 0:09,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.7
12/6/2014 0:10,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.6
12/6/2014 9:19,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,7.6
12/6/2014 9:25,0,1,0:01,Turbine starting,1,FALSE,FALSE,6.6
12/6/2014 9:26,0,0,0:00,Turbine in operation,1,FALSE,FALSE,6.4
13/06/2014 10:11:10,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
13/06/2014 10:42:17,1,3,1:03,Turbine stopped : Scada System (ENERCON),1,FALSE,FALSE,0
13/06/2014 10:57:12,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
13/06/2014 12:45:53,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
13/06/2014 12:45:54,222,1,222:01:00,Turbine reset : Power failure,6,FALSE,FALSE,6.6
13/06/2014 12:45:54,1,1,1:01,Turbine stopped : Control cabinet,1,FALSE,FALSE,6.7
13/06/2014 12:45:54,220,56,220:56:00,Processor reset : Fan inverter,6,FALSE,FALSE,6.7
13/06/2014 12:45:55,220,33,220:33:00,Processor reset : Power Control,6,FALSE,FALSE,6.7
13/06/2014 12:45:55,62,501,62 : 501,Feeding fault : No zero crossing inverter 1,6,FALSE,FALSE,6.9
13/06/2014 12:46:43,1,1,1:01,Turbine stopped : Control cabinet,1,FALSE,FALSE,5.7
13/06/2014 13:09:12,222,1,222:01:00,Turbine reset : Power failure,6,FALSE,FALSE,2.6
13/06/2014 13:09:13,1,1,1:01,Turbine stopped : Control cabinet,1,FALSE,FALSE,2.8
13/06/2014 13:09:13,220,56,220:56:00,Processor reset : Fan inverter,6,FALSE,FALSE,2.8
13/06/2014 13:09:13,220,33,220:33:00,Processor reset : Power Control,6,FALSE,FALSE,3
13/06/2014 13:09:21,1,1,1:01,Turbine stopped : Control cabinet,1,FALSE,FALSE,3.6
13/06/2014 13:11:29,8,0,8:00,Maintenance,6,TRUE,FALSE,5.5
13/06/2014 13:30:13,1,3,1:03,Turbine stopped : Scada System (ENERCON),1,FALSE,FALSE,6.3
13/06/2014 13:46:00,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.8
13/06/2014 13:49:49,0,2,0:02,Turbine operational,1,FALSE,FALSE,6.7
13/06/2014 13:49:51,0,1,0:01,Turbine starting,1,FALSE,FALSE,5
13/06/2014 13:51:17,0,0,0:00,Turbine in operation,1,FALSE,FALSE,4.9
14/06/2014 20:30:11,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.5
14/06/2014 20:45:45,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,1.6
14/06/2014 21:24:08,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,3.1
14/06/2014 21:26:34,0,2,0:02,Turbine operational,1,FALSE,FALSE,4
14/06/2014 21:26:36,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.8
14/06/2014 21:28:24,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.8
15/06/2014 23:40:08,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.7
16/06/2014 01:05:08,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.4
16/06/2014 01:05:10,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.4
16/06/2014 01:08:46,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.6
21/06/2014 01:28:57,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.1
21/06/2014 03:00:35,0,2,0:02,Turbine operational,1,FALSE,FALSE,0.5
21/06/2014 03:00:38,0,1,0:01,Turbine starting,1,FALSE,FALSE,0.9
21/06/2014 03:04:13,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.3
21/06/2014 14:11:36,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.7
21/06/2014 14:58:55,0,2,0:02,Turbine operational,1,FALSE,FALSE,4.3
21/06/2014 14:58:57,0,1,0:01,Turbine starting,1,FALSE,FALSE,4.3
21/06/2014 15:00:36,0,0,0:00,Turbine in operation,1,FALSE,FALSE,5.6
22/06/2014 00:47:19,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.1
22/06/2014 02:20:01,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
22/06/2014 02:20:03,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.9
22/06/2014 02:23:38,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.6
23/06/2014 01:56:09,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
23/06/2014 03:43:46,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.2
23/06/2014 03:43:48,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.1
23/06/2014 03:47:25,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.3
24/06/2014 00:14:17,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,2.2
24/06/2014 00:52:57,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,3.1
24/06/2014 00:55:32,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.9
24/06/2014 00:55:34,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.7
24/06/2014 00:58:05,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.5
24/06/2014 08:05:40,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
24/06/2014 09:39:31,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.6
24/06/2014 09:39:33,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.6
24/06/2014 09:43:10,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.6
24/06/2014 17:16:21,67,604,67 : 604,Overtemperature : Power choke inverter 4,6,FALSE,FALSE,4.9
24/06/2014 17:16:49,0,2,0:02,Turbine operational,1,FALSE,FALSE,4.9
24/06/2014 17:19:15,0,1,0:01,Turbine starting,1,FALSE,FALSE,4.1
24/06/2014 17:20:59,0,0,0:00,Turbine in operation,1,FALSE,FALSE,4.7
25/06/2014 02:30:24,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
25/06/2014 04:12:29,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.5
25/06/2014 04:12:31,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.4
25/06/2014 04:16:08,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.4
25/06/2014 12:43:17,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,7.7
25/06/2014 12:48:44,0,1,0:01,Turbine starting,1,FALSE,FALSE,7.2
25/06/2014 12:49:54,0,0,0:00,Turbine in operation,1,FALSE,FALSE,6.7
25/06/2014 21:59:57,228,100,228 : 100,Timeout warnmessage : Malfunction aircooling,6,FALSE,TRUE,8.2
25/06/2014 22:05:50,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.3
25/06/2014 22:05:51,60,2,60:02:00,Mains failure : Start delay,3,FALSE,FALSE,3
25/06/2014 22:06:00,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.5
25/06/2014 22:08:53,0,1,0:01,Turbine starting,1,FALSE,FALSE,7.9
25/06/2014 22:09:27,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,2.9
25/06/2014 22:12:41,0,1,0:01,Turbine starting,1,FALSE,FALSE,6.6
25/06/2014 22:13:14,0,0,0:00,Turbine in operation,1,FALSE,FALSE,10.5
26/06/2014 05:09:26,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
26/06/2014 05:51:54,0,2,0:02,Turbine operational,1,FALSE,FALSE,3
26/06/2014 05:51:56,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.2
26/06/2014 05:55:33,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.9
27/06/2014 00:31:58,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
27/06/2014 01:20:20,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
27/06/2014 01:20:22,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.1
27/06/2014 01:23:58,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.7
27/06/2014 11:47:20,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
27/06/2014 11:53:08,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.8
27/06/2014 11:53:10,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.6
27/06/2014 11:56:46,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.4
27/06/2014 15:12:26,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.3
27/06/2014 15:51:16,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
27/06/2014 15:51:19,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.6
27/06/2014 15:52:57,0,0,0:00,Turbine in operation,1,FALSE,FALSE,5
27/06/2014 18:47:14,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.5
27/06/2014 19:45:16,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,3.4
27/06/2014 20:23:40,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,3.1
